id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4886364724396302,MAeJWirG6,5395667635,厦门广电,#地震快讯#中国地震台网正式测定：4月3日3时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（来源/中国地震台网速报）,,,,地震快讯,3,0,4,2023-04-03 08:59,微博网页版,['https://wx4.sinaimg.cn/large/005T9FDlly1hcm8axop2sj30j60edtdc.jpg'],,
4886362699073489,MAeGFC4qB,2129239474,陕西网络广播电视台,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。via.中国地震台网,,,,南海海域3日发生6.1级地震,0,0,0,2023-04-03 08:51,微博网页版,['https://wx4.sinaimg.cn/large/7ee99db2ly1hcm846bt8vj20j60ed0xy.jpg'],,
4886362094833247,MAeFHkhlB,1368805177,辽视第一时间,【#南海海域发生6.1级地震#，震源深度600千米】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（央视新闻客户端）,,,,南海海域发生6.1级地震,0,0,1,2023-04-03 08:49,,['https://wx4.sinaimg.cn/large/51964f39ly1hcm81jybjpj20m80gndip.jpg'],,
4886360576757506,MAeDfslW2,3304893401,谏言先锋,南海海域发生6.1级地震，震源深度600千米中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,,3,5,10,2023-04-03 08:43,荣耀X20,['https://wx3.sinaimg.cn/large/c4fcabd9ly1hcm7vabqmyj20j60edwex.jpg'],,
4886355995530392,MAevRncHS,7607034317,T心静如水一心道,【中国南海海域发生6.1级地震】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,,0,0,0,2023-04-03 08:25,荣耀X10 5G,,,
4886354686644331,MAetKrSuD,2523157067,新华播报肖华,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域3日发生6.1级地震,0,0,0,2023-04-03 08:20,荣耀Magic V,['https://wx4.sinaimg.cn/large/9664524bly1hcm772qhmoj20m80gndie.jpg'],,
4886353969418053,MAesADw45,1678022167,辽宁综合广播,#地震快讯#中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（@中国地震台网）L辽宁综合广播的微博视频,,,中国地震台网,地震快讯,0,1,0,2023-04-03 08:17,微博视频号,,"http://f.video.weibocdn.com/o0/uJVgJMp6lx084mYbD9Re010412002lY40E010.mp4?label=mp4_720p&template=672x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1687502780&ssig=NzBv2Ijlh9&KID=unistore,video",
4886353768088681,MAesgxWeB,2504282715,长春新闻广播,【突发！6.1级地震】@中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。周边县城：距海南三沙市1211公里，距海口市1616公里。震中地形：震中5公里范围内平均海拔约-53米。历史地震：根据中国地震台网速报目录，震中周边200公里内近5年来发生4级以上地震共1次，最大地震是本次地震，历史地震分布如图。,,,中国地震台网,,0,0,0,2023-04-03 08:16,OPPO R15 梦镜版,"['https://wx3.sinaimg.cn/large/9544525bly1hcm6taq8oxj20y80dvn2r.jpg', 'https://wx3.sinaimg.cn/large/9544525bly1hcm6tayamkj20hs0dc7a8.jpg', 'https://wx4.sinaimg.cn/large/9544525bly1hcm6tb54osj20hs0dc44f.jpg', 'https://wx1.sinaimg.cn/large/9544525bly1hcm6tbatfmj20m80goq7u.jpg']",,
4886353265299468,MAersmeDi,7505630478,厚说信念,南海海域发生6.1级地震，震源深度600公里。L厚说信念的微博视频,,,,,0,0,0,2023-04-03 08:14,微博视频号,,"http://f.video.weibocdn.com/o0/2f6Zln4mlx084mXYVzby0104120018RT0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1687502780&ssig=XCq3lRuYga&KID=unistore,video",
4886352619638564,MAeqpErqI,1715196611,福建987私家车广播,【#南海海域发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域发生6.1级地震,0,0,0,2023-04-03 08:11,iPhone 12,['https://wx2.sinaimg.cn/large/663bd2c3gy1hcm6yiuwesj20m80gnq5i.jpg'],,
4886351420590223,MAeou2txJ,2213452702,网罗陕西110,【#南海海域3日发生6.1级地震#】#西北信息报#中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（中国新闻网）,,,,"南海海域3日发生6.1级地震,西北信息报",0,0,0,2023-04-03 08:07,HUAWEI P30,['https://wx1.sinaimg.cn/large/83ee9b9ely1hcm6tkbmsnj20m80gngn0.jpg'],,
4886350332953722,MAemJcooG,5872960861,西北信息报,【#南海海域3日发生6.1级地震#】#西北信息报#中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（中国新闻网）,,,,"南海海域3日发生6.1级地震,西北信息报",0,0,2,2023-04-03 08:02,HUAWEI P30,['https://wx4.sinaimg.cn/large/006pslpbly1hcm6p1wgfbj30m80gn75o.jpg'],,
4886350148666325,MAemqAmvr,1915671961,陕西都市快报,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。via.中国地震台网,,,,南海海域3日发生6.1级地震,0,0,0,2023-04-03 08:02,微博网页版,['https://wx3.sinaimg.cn/large/722ed599ly1hcm6oag6itj20j60ed3zm.jpg'],,
4886349813122588,MAelTd6kk,2164096520,成都交通文艺广播,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域3日发生6.1级地震,0,0,0,2023-04-03 08:00,iPhone客户端,['https://wx1.sinaimg.cn/large/80fd7e08ly1hcm6mviecyj20m80gntb8.jpg'],,
4886348366611872,MAejyrK36,1891503444,西安日报,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（中国新闻网）,,,,南海海域3日发生6.1级地震,1,0,2,2023-04-03 07:54,Android,['https://wx3.sinaimg.cn/large/70be0d54ly1hcm6gw0udcj20m80gndid.jpg'],,
4886348177346872,MAejfuPfW,1959437653,西安传力传播,#头条新闻#【#南海海域发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。#地震快讯#,,,,"头条新闻,南海海域发生6.1级地震,地震快讯",0,0,0,2023-04-03 07:54,HUAWEI Mate 20 Pro,['https://wx2.sinaimg.cn/large/74caa555ly1hcm6g5v8ycj20m80gndid.jpg'],,
4886347318036980,MAehRxIMI,7093268990,神鸟知讯,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域3日发生6.1级地震,0,0,0,2023-04-03 07:50,iPhone客户端,['https://wx2.sinaimg.cn/large/007K2Dimly1hcm6cm0wcgj30m80gnacl.jpg'],,
4886346173254128,MAeg1dExW,3178951772,怀化禁毒,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。@中国新闻网,,,中国新闻网,南海海域3日发生6.1级地震,0,0,1,2023-04-03 07:46,HUAWEI P30,['https://wx2.sinaimg.cn/large/bd7af45cgy1hcm67vlivaj20m80gnta6.jpg'],,
4886345945977195,MAefEp4Wn,1641561812,经济观察报,【#南海海域发生6.1级地震#，震源深度600千米】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（央视新闻客户端）,,,,南海海域发生6.1级地震,0,0,2,2023-04-03 07:45,,['https://wx3.sinaimg.cn/large/001N5Pdqly1hcm66xqxdoj60m80gnwfx02.jpg'],,
4886345786592752,MAeforF4I,1884488621,中国网直播,【#南海海域发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域发生6.1级地震,1,1,5,2023-04-03 07:44,HUAWEI P40 Pro 5G,['https://wx2.sinaimg.cn/large/705303adly1hcm66ab9p6j20m80gntba.jpg'],,
4886345509504810,MAeeWDSDo,1642512402,中国新闻周刊,【#南海海域发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域发生6.1级地震,1,2,26,2023-04-03 07:43,,['https://wx4.sinaimg.cn/large/001N9Ovwly1hcm654pakgj60m80gn76u02.jpg'],,
4886344918894475,MAedZBjRh,3956561824,新都服务,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域3日发生6.1级地震,0,0,0,2023-04-03 07:41,,['https://wx2.sinaimg.cn/large/ebd457a0gy1hcm62nezeoj20m80gn0v8.jpg'],,
4886344210057247,MAecR0eTl,1975995305,西安晚报,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域3日发生6.1级地震,0,0,0,2023-04-03 07:38,小米10S,['https://wx3.sinaimg.cn/large/0029J4E1ly1hcm5zr9hvkj60m80gngo502.jpg'],,
4886343795344546,MAecbmqmm,2748597475,中国青年网,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域3日发生6.1级地震,5,1,3,2023-04-03 07:36,微博网页版,['https://wx3.sinaimg.cn/large/00300PLlly1hcm5xruwhxj60j60edjsi02.jpg'],,
4886343031194917,MAeaX50QR,3811559344,昆明防震,"中国地震台网正式测定:04月03日03时32分在南海海域(北纬6.50度,东经115.80度)发生6.1级地震，震源深度600千米。O网页链接",,,,,0,0,0,2023-04-03 07:33,Note 9,['https://wx4.sinaimg.cn/large/e32fc7b0gy1hcm5uvrl9ij20b408bglt.jpg'],,
4886342389465470,MAe9UDIoS,2034347300,郑州晚报,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域3日发生6.1级地震,0,0,1,2023-04-03 07:31,微博网页版,,,
4886342376882767,MAe9TsSwn,5542843172,烟台日报传媒集团,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域3日发生6.1级地震,0,0,0,2023-04-03 07:31,iPhone客户端,,,
4886342163760796,MAe9yfMm0,1717833412,华商报,【#南海海域发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域发生6.1级地震,0,1,7,2023-04-03 07:30,,['https://wx1.sinaimg.cn/large/001SfQWwly1hcm5r10prdj60m80gn0v902.jpg'],,
4886341085561733,MAe7OnkRn,5060735924,Soniadora,😳南海海域发生6.1级地震@新浪新闻O网页链接🎯,,,新浪新闻,,0,0,0,2023-04-03 07:26,新浪新闻客户端,,,
4886340695491556,MAe7bn2Bu,2000016880,逐浪新闻,【#南海海域发生6.1级地震#，震源深度600千米】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（央视新闻客户端）,,,,南海海域发生6.1级地震,0,0,1,2023-04-03 07:24,华为畅享 50 Pro,['https://wx4.sinaimg.cn/large/002blRKMgy1hcm5l7wgdnj60m80gngo802.jpg'],,
4886340636773790,MAe75sqaG,1960785875,今晚报,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域3日发生6.1级地震,0,0,0,2023-04-03 07:24,微博网页版,['https://wx1.sinaimg.cn/large/0028HfYDly1hcm5kxfm6dj60j60eddgy02.jpg'],,
4886339894117178,MAe5Thh46,2482816377,天津徐玉强,#南海海域发生6.1级地震#，震源深度600千米】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（央视新闻客户端）#强哥案件播报#关注被告市规自局#至今十六年尚未颁发的天津市房地产权证#的情况下，#竟然故意违背事实#的#捏造6月19日徐玉强领取产权证事实#，向人民法院未#颁发产权证事实依据#做#虚假陈述#！,,,,"南海海域发生6.1级地震,强哥案件播报,至今十六年 尚未颁发的天津市房地产权证,竟然故意违背事实,捏造6月19日徐玉强领取产权证事实,颁发产权证事实依据,虚假陈述",2,0,0,2023-04-03 07:21,nova7SE 5G你在焦点在,['https://wx1.sinaimg.cn/large/93fcc579ly1hcm5eamiltj20m80gnabe.jpg'],,
4886339642458859,MAe5uajF1,2638304061,随州综合广播,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域3日发生6.1级地震,0,0,0,2023-04-03 07:20,iPhone客户端,['https://wx2.sinaimg.cn/large/9d41533dgy1hcm5gv6qbkj20m80gn76u.jpg'],,
4886339541795753,MAe5k7x9L,7496227484,网信焦作,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域3日发生6.1级地震,0,0,1,2023-04-03 07:19,荣耀70 Pro 5G,['https://wx1.sinaimg.cn/large/008bjpcUly1hcm5ggdomzj30m80gnwfv.jpg'],,
4886339482814163,MAe5ebO5J,1101010754,河南防震减灾,#地震快讯#中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（@中国地震台网速报）,,,中国地震台网速报,地震快讯,0,1,0,2023-04-03 07:19,HUAWEI Mate 40 Pro,['https://wx3.sinaimg.cn/large/41a01742ly1hcm5g4ltfxj20m80gntbl.jpg'],,
4886337800373943,MAe2w1zhl,3585793804,叙州之窗,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域3日发生6.1级地震,0,0,0,2023-04-03 07:12,Android,['https://wx2.sinaimg.cn/large/d5badf0cgy1hcm599csucj20m80gnwfx.jpg'],,
4886337616347362,MAe2dqDeO,5904699447,不负明天的伟大梦想,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。@中国新闻网,,,中国新闻网,南海海域3日发生6.1级地震,1,2,0,2023-04-03 07:12,平安中国Android,['https://wx3.sinaimg.cn/large/006rBw3Rgy1hcm58hj3lwj30m80gnjsu.jpg'],,
4886337252230426,MAe1D9meC,1784473157,中国新闻网,【#南海海域3日发生6.1级地震#】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,,南海海域3日发生6.1级地震,15,25,58,2023-04-03 07:10,,['https://wx1.sinaimg.cn/large/001WLsZ7ly1hcm56hpmjbj60m80gnwfw02.jpg'],,
4886336870286036,MAe111cpu,1781166360,陈焯斌视角,4月3日3时32分，南海海域发生6.1级地震，距海南三沙市1211公里，距海口市1616公里。O南海海域发生6.1级地震,,,,,0,0,0,2023-04-03 07:09,iPhone客户端,,,
4886335900878774,MAdZs3GBM,5284658364,李干观世界,【#南海海域发生6.1级地震#，震源深度600千米】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（央视新闻客户端）,,,,南海海域发生6.1级地震,0,0,0,2023-04-03 07:05,荣耀 9X,['https://wx1.sinaimg.cn/large/005LDT3ely1hcm51cwv6zj30m80gn76x.jpg'],,
4886335313675280,MAdYvfq6I,1762152361,疯狂大象,【#南海海域发生6.1级地震#，震源深度600千米】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（央视）,,,,南海海域发生6.1级地震,0,0,0,2023-04-03 07:03,华为Mate30E Pro 5G,['https://wx1.sinaimg.cn/large/69084fa9ly1hcm4yu3o6fj20m80gnmzt.jpg'],,
4886334730144506,MAdXz0BAK,1686546714,环球网,【#南海海域发生6.1级地震#，震源深度600千米】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（央视新闻客户端）,,,,南海海域发生6.1级地震,5,13,59,2023-04-03 07:00,,['https://wx3.sinaimg.cn/large/001Q8zQmly1hcm4w0y1u1j60m80gnq5l02.jpg'],,
4886334378345676,MAdWZz15G,2967529507,津云,【南海海域发生6.1级地震震源深度600千米】中国地震台网正式测定：4月3日3时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。O南海海域发生6.1级地震震源深度600千米,,,,,2,0,1,2023-04-03 06:59,微博网页版,['https://wx2.sinaimg.cn/large/b0e0e823ly1hcm4v2kg7xj20m80gn76e.jpg'],,
4886327612933088,MAdM5cj1S,1703371307,北京晚报,【#南海海域6.1级地震#，震源深度600千米】中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。（央视）,,,,南海海域6.1级地震,1,1,4,2023-04-03 06:32,,['https://wx1.sinaimg.cn/large/001RhaGLly1hcm42x21i5j60m80gn0ux02.jpg'],,
4886316397625668,MAdtZvZME,6818200845,老顽童的记忆微博,南海海域发生6.1级地震@新浪新闻O网页链接,,,新浪新闻,,0,0,2,2023-04-03 05:47,新浪新闻客户端,,,
4886309891997996,MAdjv8nLK,6138743319,神数1130,【美国地质勘探局】发布，2023-04-0302:04:12在巴布亚新几内亚（纬度:4.3°S经度:143.2°E）发生7.0级地震，震源深度:63.0公里2023-04-0303:32:24在南海南部（纬度:6.40°N经度:115.85°E）发生5.5级地震，震源深度:601.0公里（中国台网测定为6.1级）04-0302:53:06在苏门答腊岛北部海岸（纬度:2.9°N经度:95.51°E）发生4.9级地震，震源深度:10.公里04-0216:40:54在弗洛勒斯海（纬度:7.7851°S经度:118.712°E）发生5.5级地震，震源深度:19.0公里,,,,,0,0,1,2023-04-03 05:22,OPPO超视野全面屏R15,"['https://wx4.sinaimg.cn/large/006Hrxz1ly1hcm1pm59zsj30po0joafh.jpg', 'https://wx4.sinaimg.cn/large/006Hrxz1ly1hcm1ulmafgj30u0185wjl.jpg', 'https://wx2.sinaimg.cn/large/006Hrxz1ly1hcm1pnfc9yj30t312on34.jpg', 'https://wx2.sinaimg.cn/large/006Hrxz1ly1hcm1pmw2q6j30t210btfj.jpg']",,
4886304024428649,MAda2iA5P,1632990895,罗小卫,南海海域发生6.1级地震@新浪新闻O网页链接,,,新浪新闻,,10,0,4,2023-04-03 04:58,新浪新闻客户端,['https://wx3.sinaimg.cn/large/615576afly1hcm1d9puqlj20ku1127fd.jpg'],,
4886291780731504,MAcQi34is,3659036011,重庆防震减灾,2023年04月03日03时32分，在南海海域发生了M6.1级地震，震中纬度6.5，经度115.8。O网页链接,,,,,0,0,0,2023-04-03 04:10,未通过审核应用,,,
4886291639173357,MAcQ3Cupn,3318545943,木有杏子,#地震快讯#中国地震台网正式测定：04月03日02时04分在巴布亚新几内亚（南纬4.25度，东经143.10度）发生7.1级地震，震源深度60千米。（@中国地震台网）#地震快讯#中国地震台网正式测定：04月03日03时32分在南海海域（北纬6.50度，东经115.80度）发生6.1级地震，震源深度600千米。,,,中国地震台网,地震快讯,0,2,0,2023-04-03 04:09,微博 HTML5 版,,,
4886290762563599,MAcOEaKUn,7750822151,新浪新闻滚动,【#南海海域发生6.1级地震#】据中国地震台网正式测定，4月3日3时32分在南海海域发生6.1级地震，震源深度600公里。@新浪新闻O网页链接,,,新浪新闻,南海海域发生6.1级地震,0,0,0,2023-04-03 04:06,微博发布COMOS版,,,
4886290220450224,MAcNM1T7G,6504544935,每日地震速报,#地震快讯#美国地质调查局测定:04月03日03时32分在南海海域（经度115.84度、纬度6.40度)发生5.5级地震，震源深度601千米。（@中国地震台网@央视新闻@人民日报@环球网）,,,"中国地震台网,央视新闻,人民日报,环球网",地震快讯,0,0,1,2023-04-03 04:03,vivo X70 蔡司影像,['https://wx2.sinaimg.cn/large/0076cph5ly1hclzsjexcpj30o80m4wlp.jpg'],,
